1140;XT125R;53
1141;XT125X;53
1142;XT250;53
1143;XT660R;53
1144;XT660X;53
1145;XT660Z;53
1146;XTZ 125;53
1147;XTZ 125 X;53
1148;XTZ Crosser 150;53
1149;XV1900A;53
1150;XV950;53
1151;XV950R;53
1152;XVS1300A;53
1153;XVS1300CU;53
1154;XVS950A;53
1155;YB125;53
1156;YB125SP;53
1157;YBR;53
1158;YBR125;53
1159;YBR125 Custom;53
1160;YBR150;53
1161;YBR250;53
1162;YS;53
1163;YX125;53
1164;YZ250;53
1165;YZ450F;53
1166;YZF;53
1167;YZF-R1;53
1168;YZF-R125;53
1169;YZF-R15;53
1170;YZF-R25;53
1171;YZF-R3;53
1172;YZF-R6;53
1173;Zuma;53
1174;ZY125T;53
1175;C;54
1176;H;54
1177;P;54
1178;RC;54
1179;RX;54
1180;RZ;54
1181;S;54
1182;T;54
1183;Y;54
